reactions,data_type,kcat,MW,kcat_MW
rxn08438,UniKP,2.017368151,24588.6511,295.3608685
rxn08131,UniKP,2.017368151,66885.2558,54.29092898
rxn08398,UniKP,2.017368151,28969.9665,250.6915341
rxn08136,UniKP,2.017368151,39562.7067,183.5699817
rxn08390,UniKP,2.017368151,28969.9665,250.6915341
rxn08312,UniKP,2.017368151,22120.2321,328.3204856
rxn08311,UniKP,2.017368151,22120.2321,328.3204856
rxn08308,UniKP,2.017368151,22120.2321,328.3204856
rxn08307,UniKP,2.017368151,22120.2321,328.3204856
rxn07734,UniKP,2.017368151,49102.3736,49.30192991
rxn06449,UniKP,2.017368151,100415.098,72.32503368
rxn06447,UniKP,2.017368151,74871.6322,48.49984655
rxn07579,UniKP,2.017368151,28969.9665,250.6915341
rxn06445,UniKP,2.017368151,50313.7298,72.17240079
rxn30415_num1,UniKP,1.998650603,36291.8828,198.2576162
rxn12197,UniKP,1.871896915,38452.2126,87.62602253
rxn02190_num1,UniKP,1.782940992,33426.8232,192.019072
rxn14294_reverse,UniKP,1.749392231,38331.8248,41.07430356
rxn11962,UniKP,1.749392231,54598.6818,115.3473275
rxn30415_reverse_num1,UniKP,1.749392231,36291.8828,173.5322487
rxn00392,UniKP,1.714301849,34272.8783,180.069109
rxn00361,UniKP,1.714301849,23370.2951,264.0739722
rxn40142,UniKP,1.676102297,32918.5824,183.2997604
rxn04832,UniKP,1.66266438,32969.2773,181.5505907
rxn04113,UniKP,1.640274347,36503.7903,161.7636854
rxn03848,UniKP,1.632808656,20423.3648,287.8130622
rxn01269,UniKP,1.631107702,32050.4568,91.60536718
rxn04270,UniKP,1.618899613,37127.2144,78.48742087
rxn42246,UniKP,1.598615459,29023.6483,198.2871206
rxn02962_num1,UniKP,1.582037461,51583.9245,110.4091035
rxn04453_num1,UniKP,1.561220599,48678.1523,115.4603018
rxn39829,UniKP,1.554427766,16670.8496,335.6721517
rxn03915,UniKP,1.459397306,37127.2144,70.75443698
rxn03921,UniKP,1.459397306,37127.2144,70.75443698
rxn03869,UniKP,1.448849865,31723.7283,164.415086
rxn03273,UniKP,1.420947006,114487.7733,44.68083426
rxn03958,UniKP,1.38675004,41857.6341,59.63428477
rxn00100,UniKP,1.38361809,22082.6008,225.5633369
rxn03360_reverse,UniKP,1.370322515,98748.3047,12.48922974
rxn00337_reverse_num1,UniKP,1.355271111,45450.4504,107.347143
rxn00500_num2,UniKP,1.355271111,36495.1793,133.688232
rxn00952,UniKP,1.21897753,44181.1951,24.83137394
rxn00781_reverse,UniKP,1.089165111,36101.6886,27.15243076
rxn04794,UniKP,1.034280916,86086.0654,21.62609755
rxn05814,UniKP,0.971597797,24759.8771,141.2669398
rxn00314_reverse_num1,UniKP,0.960556917,29412.4881,117.569275
rxn00342,UniKP,0.911897204,38700.1519,84.82731393
rxn08080,UniKP,0.87356662,38101.2796,82.53895579
rxn04137_reverse,UniKP,0.81607307,27581.202,106.5168607
rxn04831,UniKP,0.81607307,32969.2773,89.10911283
rxn04270_reverse,UniKP,0.81607307,37127.2144,39.56481921
rxn05334_reverse,UniKP,0.81607307,17270.3157,170.1105586
rxn05332_reverse,UniKP,0.81607307,17270.3157,170.1105586
rxn01274,UniKP,0.614632473,26826.3176,82.48157412
rxn02927,UniKP,0.543255881,47269.79,20.68679776
