reactions,metabolites,metabolitestotal,gpr,genes
rxn07980_reverse,t3c11vaceACP_c,t3c11vaceACP,ZMO1146,ZMO1146
rxn07987_reverse,3hcddec5eACP_c,3hcddec5eACP,ZMO1222,ZMO1222
rxn07989_reverse,3hcmrs7eACP_c,3hcmrs7eACP,ZMO1222,ZMO1222
rxn07991_reverse,3hcpalm9eACP_c,3hcpalm9eACP,ZMO1222,ZMO1222
rxn07992_reverse,3hoctaACP_c,3hoctaACP,ZMO1222,ZMO1222
rxn07993_reverse,3hcvac11eACP_c,3hcvac11eACP,ZMO1222,ZMO1222
rxn08075_reverse,anhgm3p_c,anhgm3p,ZMO0581,ZMO0581
rxn08227_reverse,glyc_c,glyc,ZMO0314,ZMO0314
rxn08227_reverse,clpn140_c,clpn140,ZMO0314,ZMO0314
rxn08229_reverse,glyc_c,glyc,ZMO0314,ZMO0314
rxn08229_reverse,clpn160_c,clpn160,ZMO0314,ZMO0314
rxn08230_reverse,glyc_c,glyc,ZMO0314,ZMO0314
rxn08230_reverse,clpn161_c,clpn161,ZMO0314,ZMO0314
rxn08232_reverse,glyc_c,glyc,ZMO0314,ZMO0314
rxn08232_reverse,clpn181_c,clpn181,ZMO0314,ZMO0314
rxn08423_reverse,etha_c,etha,ZMO1378,ZMO1378
rxn08521_reverse,rbflvrd_c,rbflvrd,ZMO0914,ZMO0914
rxn08609_reverse,glcn_c,glcn,ZMO1756,ZMO1756
rxn08990_reverse,ni2_p,ni2,ZMO0866,ZMO0866
rxn09108_reverse,pgp120_c,pgp120,ZMO0096,ZMO0096
rxn09109_reverse,pgp140_c,pgp140,ZMO0096,ZMO0096
rxn09110_reverse,pgp141_c,pgp141,ZMO0096,ZMO0096
rxn09111_reverse,pgp160_c,pgp160,ZMO0096,ZMO0096
rxn09112_reverse,pgp161_c,pgp161,ZMO0096,ZMO0096
rxn09113_reverse,pgp180_c,pgp180,ZMO0096,ZMO0096
rxn09114_reverse,pgp181_c,pgp181,ZMO0096,ZMO0096
rxn09345_reverse,udcpdp_c,udcpdp,ZMO1152,ZMO1152
rxn09685_reverse,duri_c,duri,ZMO0967,ZMO0967
rxn09687_reverse,din_c,din,ZMO0967,ZMO0967
rxn09688_reverse,dgsn_c,dgsn,ZMO0967,ZMO0967
rxn10132_reverse,cynt_c,cynt,ZMO0052,ZMO0052
rxn10199_reverse_num1,udcpdp_c,udcpdp,ZMO0499,ZMO0499
rxn10199_reverse_num1,cpd15665_c0,cpd15665,ZMO0499,ZMO0499
rxn10259_reverse,cpd15716_c0,cpd15716,ZMO0096,ZMO0096
rxn10260_reverse,cpd15717_c0,cpd15717,ZMO0096,ZMO0096
rxn10261_reverse,cpd15718_c0,cpd15718,ZMO0096,ZMO0096
rxn10262_reverse,cpd15719_c0,cpd15719,ZMO0096,ZMO0096
rxn10263_reverse,cpd15720_c0,cpd15720,ZMO0096,ZMO0096
rxn10264_reverse,cpd15721_c0,cpd15721,ZMO0096,ZMO0096
rxn10902_reverse,6pgl_c,6pgl,ZMO0367,ZMO0367
rxn11599_reverse_num1,peng_c,peng,ZMO1967,ZMO1967
rxn11749_reverse,cpd16329_c0,cpd16329,ZMO0914,ZMO0914
rxn11759_reverse,5flurimp_c,5flurimp,ZMO1557,ZMO1557
rxn11809_reverse_num1,cpd16365_c0,cpd16365,ZMO1596,ZMO1596
rxn11834_reverse_num1,cpd16396_c0,cpd16396,ZMOp33x021,ZMOp33x021
rxn11838_reverse_num1,cpd16402_c0,cpd16402,ZMOp33x021,ZMOp33x021
rxn12154_reverse,cyan_c,cyan,ZMO0869,ZMO0869
rxn12154_reverse,cpd12076_c0,cpd12076,ZMO0869,ZMO0869
rxn12510_reverse,4ppan_c,4ppan,ZMO1867,ZMO1867
rxn12636_reverse_num1,ala__L_c,ala__L,ZMO1348,ZMO1348
rxn12636_reverse_num1,met__L_c,met__L,ZMO1348,ZMO1348
rxn14054_reverse_num1,cpd04017_c0,cpd04017,ZMOp33x021,ZMOp33x021
rxn14089_reverse_num1,cpd15064_c0,cpd15064,ZMOp33x021,ZMOp33x021
rxn14090_reverse,cpd18036_c0,cpd18036,ZMO1138,ZMO1138
rxn14138_reverse,cpd03232_c0,cpd03232,ZMO1806,ZMO1806
rxn14293_reverse,cpd08707_c0,cpd08707,ZMO1975,ZMO1975
rxn14294_reverse,cpd06559_c0,cpd06559,ZMO1693,ZMO1693
rxn27697_reverse,pyr_c,pyr,ZMO1727,ZMO1727
rxn27697_reverse,glu__L_c,glu__L,ZMO1727,ZMO1727
rxn30415_reverse_num1,ind3ac_c,ind3ac,ZMO1207,ZMO1207
RXN-23382_reverse,cpd35301_c0,cpd35301,ZMO1449,ZMO1449
CYOR_Q10_reverse,focytc_c,focytc,ZMO0956 and ZMO0957 and ZMO0958,ZMO0957
CYOR_Q10_reverse,focytc_c,focytc,ZMO0956 and ZMO0957 and ZMO0958,ZMO0956
CYOR_Q10_reverse,focytc_c,focytc,ZMO0956 and ZMO0957 and ZMO0958,ZMO0958
CYOR_Q10_reverse,q10_c,q10,ZMO0956 and ZMO0957 and ZMO0958,ZMO0957
CYOR_Q10_reverse,q10_c,q10,ZMO0956 and ZMO0957 and ZMO0958,ZMO0956
CYOR_Q10_reverse,q10_c,q10,ZMO0956 and ZMO0957 and ZMO0958,ZMO0958
LIPOS_reverse,cpd24604_c0,cpd24604,ZMO1132,ZMO1132
LIPOS_reverse,dad_5_c,dad_5,ZMO1132,ZMO1132
LIPOS_reverse,lipopb_c0,lipopb,ZMO1132,ZMO1132
LIPOS_reverse,met__L_c,met__L,ZMO1132,ZMO1132
rxn01352_reverse_num1,dgsn_c,dgsn,ZMO1485,ZMO1485
rxn09016_reverse_num1,gsn_c,gsn,ZMO1485,ZMO1485
rxn00505_reverse,akg_c,akg,ZMO0544,ZMO0544
rxn00011_num2,pyr_c,pyr,ZMO1140 and ZMO1139,ZMO1140
rxn00011_num2,pyr_c,pyr,ZMO1140 and ZMO1139,ZMO1139
rxn00011_num2,thmpp_c,thmpp,ZMO1140 and ZMO1139,ZMO1140
rxn00011_num2,thmpp_c,thmpp,ZMO1140 and ZMO1139,ZMO1139
rxn00011_num3,pyr_c,pyr,ZMO1140 and ZMO0687,ZMO1140
rxn00011_num3,pyr_c,pyr,ZMO1140 and ZMO0687,ZMO0687
rxn00011_num3,thmpp_c,thmpp,ZMO1140 and ZMO0687,ZMO1140
rxn00011_num3,thmpp_c,thmpp,ZMO1140 and ZMO0687,ZMO0687
rxn00011_num4,pyr_c,pyr,ZMO1606 and ZMO1605,ZMO1605
rxn00011_num4,pyr_c,pyr,ZMO1606 and ZMO1605,ZMO1606
rxn00011_num4,thmpp_c,thmpp,ZMO1606 and ZMO1605,ZMO1605
rxn00011_num4,thmpp_c,thmpp,ZMO1606 and ZMO1605,ZMO1606
rxn00141_num2,ahcys_c,ahcys,ZMO0758,ZMO0758
rxn00141_num3,ahcys_c,ahcys,ZMO1840,ZMO1840
rxn00157_reverse_num2,pyr_c,pyr,ZMO1569,ZMO1569
rxn00192_num2,accoa_c,accoa,ZMO0950,ZMO0950
rxn00192_num2,glu__L_c,glu__L,ZMO0950,ZMO0950
rxn00256_num2,accoa_c,accoa,ZMO0903,ZMO0903
rxn00256_num2,oaa_c,oaa,ZMO0903,ZMO0903
rxn00260_num2,akg_c,akg,ZMO1944,ZMO1944
rxn00260_num2,asp__L_c,asp__L,ZMO1944,ZMO1944
rxn00260_num3,akg_c,akg,ZMO1727,ZMO1727
rxn00260_num3,asp__L_c,asp__L,ZMO1727,ZMO1727
rxn00260_num4,akg_c,akg,ZMO1854,ZMO1854
rxn00260_num4,asp__L_c,asp__L,ZMO1854,ZMO1854
rxn00260_num5,akg_c,akg,ZMO0937,ZMO0937
rxn00260_num5,asp__L_c,asp__L,ZMO0937,ZMO0937
rxn00314_num2,cpd02490_c0,cpd02490,ZMO1303,ZMO1303
rxn00337_num2,asp__L_c,asp__L,ZMO1494,ZMO1494
rxn00412_num2,gln__L_c,gln__L,ZMO1036,ZMO1036
rxn00420_num2,pser__L_c,pser__L,ZMO0659,ZMO0659
rxn00470_num2,orn__L_c,orn__L,ZMO1768,ZMO1768
rxn00474_num2,ser__L_c,ser__L,ZMO1879,ZMO1879
rxn00474_num2,indole_c,indole,ZMO1879,ZMO1879
rxn00493_num2,akg_c,akg,ZMO0562 and ZMO0002,ZMO0562
rxn00493_num2,akg_c,akg,ZMO0562 and ZMO0002,ZMO0002
rxn00493_num2,phe__L_c,phe__L,ZMO0562 and ZMO0002,ZMO0562
rxn00493_num2,phe__L_c,phe__L,ZMO0562 and ZMO0002,ZMO0002
rxn00493_num3,akg_c,akg,ZMO0421 and ZMO0002,ZMO0421
rxn00493_num3,akg_c,akg,ZMO0421 and ZMO0002,ZMO0002
rxn00493_num3,phe__L_c,phe__L,ZMO0421 and ZMO0002,ZMO0421
rxn00493_num3,phe__L_c,phe__L,ZMO0421 and ZMO0002,ZMO0002
rxn00493_num4,akg_c,akg,ZMO0560 and ZMO0002,ZMO0560
rxn00493_num4,akg_c,akg,ZMO0560 and ZMO0002,ZMO0002
rxn00493_num4,phe__L_c,phe__L,ZMO0560 and ZMO0002,ZMO0560
rxn00493_num4,phe__L_c,phe__L,ZMO0560 and ZMO0002,ZMO0002
rxn00500_num2,lac__D_c,lac__D,ZMO1237,ZMO1237
rxn00527_num2,akg_c,akg,ZMO1727,ZMO1727
rxn00527_num2,tyr__L_c,tyr__L,ZMO1727,ZMO1727
rxn00527_num3,akg_c,akg,ZMO1944,ZMO1944
rxn00527_num3,tyr__L_c,tyr__L,ZMO1944,ZMO1944
rxn00527_num4,akg_c,akg,ZMO0937,ZMO0937
rxn00527_num4,tyr__L_c,tyr__L,ZMO0937,ZMO0937
rxn00527_num5,akg_c,akg,ZMO0342,ZMO0342
rxn00527_num5,tyr__L_c,tyr__L,ZMO0342,ZMO0342
rxn00527_num6,akg_c,akg,ZMO0002,ZMO0002
rxn00527_num6,tyr__L_c,tyr__L,ZMO0002,ZMO0002
rxn00527_num7,akg_c,akg,ZMO0562 and ZMO0002,ZMO0562
rxn00527_num7,akg_c,akg,ZMO0562 and ZMO0002,ZMO0002
rxn00527_num7,tyr__L_c,tyr__L,ZMO0562 and ZMO0002,ZMO0562
rxn00527_num7,tyr__L_c,tyr__L,ZMO0562 and ZMO0002,ZMO0002
rxn00527_num8,akg_c,akg,ZMO0421 and ZMO0002,ZMO0421
rxn00527_num8,akg_c,akg,ZMO0421 and ZMO0002,ZMO0002
rxn00527_num8,tyr__L_c,tyr__L,ZMO0421 and ZMO0002,ZMO0421
rxn00527_num8,tyr__L_c,tyr__L,ZMO0421 and ZMO0002,ZMO0002
rxn00527_num9,akg_c,akg,ZMO0560 and ZMO0002,ZMO0560
rxn00527_num9,akg_c,akg,ZMO0560 and ZMO0002,ZMO0002
rxn00527_num9,tyr__L_c,tyr__L,ZMO0560 and ZMO0002,ZMO0560
rxn00527_num9,tyr__L_c,tyr__L,ZMO0560 and ZMO0002,ZMO0002
rxn00543_num2,etoh_c,etoh,ZMO1236,ZMO1236
rxn00543_num3,etoh_c,etoh,ZMOp33x021,ZMOp33x021
rxn00547_num2,fru_c,fru,ZMO1719,ZMO1719
rxn00649_num2,acser_c,acser,ZMO0748,ZMO0748
rxn00650_num2,cgly_c,cgly,ZMO1309,ZMO1309
rxn00650_num3,cgly_c,cgly,ZMO1345,ZMO1345
rxn00650_num4,cgly_c,cgly,ZMO0806,ZMO0806
rxn00693_num2,hcys__L_c,hcys__L,ZMO1746,ZMO1746
rxn00693_num2,5mthf_c,5mthf,ZMO1746,ZMO1746
rxn00763_num2,glyc_c,glyc,ZMO1596,ZMO1596
rxn00763_num3,glyc_c,glyc,ZMO1236,ZMO1236
rxn00776_num2,ura_c,ura,ZMO0576 and ZMO0439 and ZMO0750,ZMO0576
rxn00776_num2,ura_c,ura,ZMO0576 and ZMO0439 and ZMO0750,ZMO0750
rxn00776_num2,ura_c,ura,ZMO0576 and ZMO0439 and ZMO0750,ZMO0439
rxn00776_num2,r5p_c,r5p,ZMO0576 and ZMO0439 and ZMO0750,ZMO0576
rxn00776_num2,r5p_c,r5p,ZMO0576 and ZMO0439 and ZMO0750,ZMO0750
rxn00776_num2,r5p_c,r5p,ZMO0576 and ZMO0439 and ZMO0750,ZMO0439
rxn00789_num2,prpp_c,prpp,ZMO1686,ZMO1686
rxn00790_num2,gln__L_c,gln__L,ZMO0200,ZMO0200
rxn00790_num2,prpp_c,prpp,ZMO0200,ZMO0200
rxn00881_num2,mi1p__D_c,mi1p__D,ZMO1518,ZMO1518
rxn00882_num2,mi4p__D_c,mi4p__D,ZMO1518,ZMO1518
rxn00883_num2,mi3p__D_c,mi3p__D,ZMO0329,ZMO0329
rxn00912_num2,3mob_c,3mob,ZMO1952,ZMO1952
rxn00912_num2,mlthf_c,mlthf,ZMO1952,ZMO1952
rxn00912_num3,3mob_c,3mob,ZMO0027,ZMO0027
rxn00912_num3,mlthf_c,mlthf,ZMO0027,ZMO0027
rxn00931_reverse_num2,1pyr5c_c,1pyr5c,ZMO1303,ZMO1303
rxn00980_num2,2pglyc_c,2pglyc,ZMO0497,ZMO0497
rxn01101_num2,3pg_c,3pg,ZMO1685,ZMO1685
rxn01101_num3,3pg_c,3pg,ZMO0157,ZMO0157
rxn01137_num2,adn_c,adn,ZMO0971,ZMO0971
rxn01225_num2,gua_c,gua,ZMO0655,ZMO0655
rxn01225_num3,gua_c,gua,ZMO0971,ZMO0971
rxn01257_num2,gln__L_c,gln__L,ZMO0201,ZMO0201
rxn01257_num2,chor_c,chor,ZMO0201,ZMO0201
rxn01257_num3,gln__L_c,gln__L,ZMO0113,ZMO0113
rxn01257_num3,chor_c,chor,ZMO0113,ZMO0113
rxn01270_num2,oaa_c,oaa,ZMO0421,ZMO0421
rxn01270_num2,Largn_c,Largn,ZMO0421,ZMO0421
rxn01270_num3,oaa_c,oaa,ZMO0560,ZMO0560
rxn01270_num3,Largn_c,Largn,ZMO0560,ZMO0560
rxn01270_num4,oaa_c,oaa,ZMO0002,ZMO0002
rxn01270_num4,Largn_c,Largn,ZMO0002,ZMO0002
rxn01303_num2,accoa_c,accoa,ZMO0923,ZMO0923
rxn01303_num2,hom__L_c,hom__L,ZMO0923,ZMO0923
rxn01362_num2,prpp_c,prpp,ZMO1557,ZMO1557
rxn01362_num2,orot_c,orot,ZMO1557,ZMO1557
rxn01368_num2,cytd_c,cytd,ZMO0914,ZMO0914
rxn01465_num2,dhor__S_c,dhor__S,ZMO1689,ZMO1689
rxn01486_num2,ipdp_c,ipdp,ZMO0870,ZMO0870
rxn01486_num2,frdp_c,frdp,ZMO0870,ZMO0870
rxn01486_num3,ipdp_c,ipdp,ZMO0868,ZMO0868
rxn01486_num3,frdp_c,frdp,ZMO0868,ZMO0868
rxn01530_num2,retinol_c,retinol,ZMO1596,ZMO1596
rxn01530_num3,retinol_c,retinol,ZMOp33x021,ZMOp33x021
rxn01607_num2,mev__R_c,mev__R,ZMO1719,ZMO1719
rxn01626_num2,56dura_c,56dura,ZMO1967,ZMO1967
rxn01644_num2,pyr_c,pyr,ZMO1853,ZMO1853
rxn01644_num2,aspsa_c,aspsa,ZMO1853,ZMO1853
rxn01791_num2,ala_B_c,ala_B,ZMO1971,ZMO1971
rxn01791_num2,pant__R_c,pant__R,ZMO1971,ZMO1971
rxn01800_num2,dcyt_c,dcyt,ZMO0914,ZMO0914
rxn01858_num2,dad_2_c,dad_2,ZMO0655,ZMO0655
rxn01964_num2,ser__L_c,ser__L,ZMO1879,ZMO1879
rxn01964_num2,3ig3p_c,3ig3p,ZMO1879,ZMO1879
rxn02015_num2,tchola_c,tchola,ZMOp36x001,ZMOp36x001
rxn02056_num2,sheme_c,sheme,ZMO0006,ZMO0006
rxn02090_num2,crtn_c,crtn,ZMO1698,ZMO1698
rxn02177_num2,ichor_c,ichor,ZMO1840,ZMO1840
rxn02177_num3,ichor_c,ichor,ZMO1887,ZMO1887
rxn02185_num2,thmpp_c,thmpp,ZMO1140 and ZMO0687,ZMO1140
rxn02185_num2,thmpp_c,thmpp,ZMO1140 and ZMO0687,ZMO0687
rxn02185_num2,cpd00668_c0,cpd00668,ZMO1140 and ZMO0687,ZMO1140
rxn02185_num2,cpd00668_c0,cpd00668,ZMO1140 and ZMO0687,ZMO0687
rxn02190_num2,56dthm_c,56dthm,ZMO0103,ZMO0103
rxn02230_num2,cyan_c,cyan,ZMO0094,ZMO0094
rxn02230_num2,mercppyr_c,mercppyr,ZMO0094,ZMO0094
rxn02297_num2,ala__L_c,ala__L,ZMO1270,ZMO1270
rxn02297_num2,pmcoa_c,pmcoa,ZMO1270,ZMO1270
rxn02305_num2,4mpetz_c,4mpetz,ZMO1425,ZMO1425
rxn02305_num2,2mahmp_c,2mahmp,ZMO1425,ZMO1425
rxn02320_num2,akg_c,akg,ZMO0562 and ZMO0002,ZMO0562
rxn02320_num2,akg_c,akg,ZMO0562 and ZMO0002,ZMO0002
rxn02320_num2,hisp_c,hisp,ZMO0562 and ZMO0002,ZMO0562
rxn02320_num2,hisp_c,hisp,ZMO0562 and ZMO0002,ZMO0002
rxn02320_num3,akg_c,akg,ZMO0421 and ZMO0002,ZMO0421
rxn02320_num3,akg_c,akg,ZMO0421 and ZMO0002,ZMO0002
rxn02320_num3,hisp_c,hisp,ZMO0421 and ZMO0002,ZMO0421
rxn02320_num3,hisp_c,hisp,ZMO0421 and ZMO0002,ZMO0002
rxn02320_num4,akg_c,akg,ZMO0560 and ZMO0002,ZMO0560
rxn02320_num4,akg_c,akg,ZMO0560 and ZMO0002,ZMO0002
rxn02320_num4,hisp_c,hisp,ZMO0560 and ZMO0002,ZMO0560
rxn02320_num4,hisp_c,hisp,ZMO0560 and ZMO0002,ZMO0002
rxn02339_num2,akg_c,akg,ZMO1854,ZMO1854
rxn02339_num2,4hglu_c,4hglu,ZMO1854,ZMO1854
rxn02339_num3,akg_c,akg,ZMO1727,ZMO1727
rxn02339_num3,4hglu_c,4hglu,ZMO1727,ZMO1727
rxn02339_num4,akg_c,akg,ZMO1944,ZMO1944
rxn02339_num4,4hglu_c,4hglu,ZMO1944,ZMO1944
rxn02339_num5,akg_c,akg,ZMO0937,ZMO0937
rxn02339_num5,4hglu_c,4hglu,ZMO0937,ZMO0937
rxn02405_num2,kdo_c,kdo,ZMO1151,ZMO1151
rxn02418_num2,minohp_c,minohp,ZMO0659,ZMO0659
rxn02421_num2,cpd00888_c0,cpd00888,ZMO1128,ZMO1128
rxn02475_num2,25drapp_c,25drapp,ZMO0939,ZMO0939
rxn02795_num2,cpd03247_c0,cpd03247,ZMOp36x001,ZMOp36x001
rxn02796_num2,tdchola_c,tdchola,ZMOp36x001,ZMOp36x001
rxn02819_num2,amet_c,amet,ZMO1952,ZMO1952
rxn02819_num2,cpd02787_c0,cpd02787,ZMO1952,ZMO1952
rxn02938_num2,5aizc_c,5aizc,ZMO1420,ZMO1420
rxn02962_num2,2ameph_c,2ameph,ZMO1271,ZMO1271
rxn03002_num2,cpd02688_c0,cpd02688,ZMO0497,ZMO0497
rxn03094_num2,cpd03245_c0,cpd03245,ZMO0195,ZMO0195
rxn03095_num2,cpd03244_c0,cpd03244,ZMO0195,ZMO0195
rxn03147_num2,asp__L_c,asp__L,ZMO0709,ZMO0709
rxn03147_num2,5aizc_c,5aizc,ZMO0709,ZMO0709
rxn03194_num2,2obut_c,2obut,ZMO1140,ZMO1140
rxn03194_num2,2ahethmpp_c,2ahethmpp,ZMO1140,ZMO1140
rxn03194_num3,2obut_c,2obut,ZMO1140 and ZMO0687,ZMO1140
rxn03194_num3,2obut_c,2obut,ZMO1140 and ZMO0687,ZMO0687
rxn03194_num3,2ahethmpp_c,2ahethmpp,ZMO1140 and ZMO0687,ZMO1140
rxn03194_num3,2ahethmpp_c,2ahethmpp,ZMO1140 and ZMO0687,ZMO0687
rxn03282_num2,xol7ah3_c,xol7ah3,ZMO1596,ZMO1596
rxn03282_num3,xol7ah3_c,xol7ah3,ZMOp33x021,ZMOp33x021
rxn03333_num2,34dhoxpeg_c,34dhoxpeg,ZMO1236,ZMO1236
rxn03333_num3,34dhoxpeg_c,34dhoxpeg,ZMO1596,ZMO1596
rxn03378_num2,seahcys_c,seahcys,ZMO0758,ZMO0758
rxn03907_num2,2me4p_c,2me4p,ZMO1128,ZMO1128
rxn03909_num2,pyr_c,pyr,ZMO1598,ZMO1598
rxn03909_num2,g3p_c,g3p,ZMO1598,ZMO1598
rxn04068_num2,gchola_c,gchola,ZMO0195,ZMO0195
rxn04453_num2,5hiu_c,5hiu,ZMO0792,ZMO0792
rxn04704_num2,amet_c,amet,ZMO0012,ZMO0012
rxn04704_num2,cpppg3_c,cpppg3,ZMO0012,ZMO0012
rxn04726_num2,cpd09792_c0,cpd09792,ZMO1236,ZMO1236
rxn04726_num3,cpd09792_c0,cpd09792,ZMOp33x021,ZMOp33x021
rxn04736_num2,cpd01859_c0,cpd01859,ZMO1596,ZMO1596
rxn04736_num3,cpd01859_c0,cpd01859,ZMO1236,ZMO1236
rxn04908_num2,cpd04248_c0,cpd04248,ZMO1596,ZMO1596
rxn04908_num3,cpd04248_c0,cpd04248,ZMO1236,ZMO1236
rxn05005_num2,amet_c,amet,ZMO1271,ZMO1271
rxn05005_num2,uppg3_c,uppg3,ZMO1271,ZMO1271
rxn05006_num2,amet_c,amet,ZMO1271,ZMO1271
rxn05006_num2,cpd11206_c0,cpd11206,ZMO1271,ZMO1271
rxn05023_num2,cpd11217_c0,cpd11217,ZMO0511,ZMO0511
rxn05189_num2,fe3dcit_e,fe3dcit,ZMO0229,ZMO0229
rxn05231_num2,trdrd_c,trdrd,ZMO1039,ZMO1039
rxn05233_num2,trdrd_c,trdrd,ZMO1039,ZMO1039
rxn05336_num2,cpd11481_c0,cpd11481,ZMO1222,ZMO1222
rxn05336_num3,cpd11481_c0,cpd11481,ZMO0318,ZMO0318
rxn05336_num4,cpd11481_c0,cpd11481,ZMOp33x016,ZMOp33x016
rxn05336_num5,cpd11481_c0,cpd11481,ZMO0090,ZMO0090
rxn05337_num2,3hhexACP_c,3hhexACP,ZMO0090,ZMO0090
rxn05337_num3,3hhexACP_c,3hhexACP,ZMO0318,ZMO0318
rxn05337_num4,3hhexACP_c,3hhexACP,ZMO1946,ZMO1946
rxn05337_num5,3hhexACP_c,3hhexACP,ZMO1222,ZMO1222
rxn05338_num2,3hdecACP_c,3hdecACP,ZMO1222,ZMO1222
rxn05338_num3,3hdecACP_c,3hdecACP,ZMO0318,ZMO0318
rxn05338_num4,3hdecACP_c,3hdecACP,ZMOp33x016,ZMOp33x016
rxn05338_num5,3hdecACP_c,3hdecACP,ZMO0090,ZMO0090
rxn05339_num2,3hbutACP_c,3hbutACP,ZMO0090,ZMO0090
rxn05339_num3,3hbutACP_c,3hbutACP,ZMO0318,ZMO0318
rxn05339_num4,3hbutACP_c,3hbutACP,ZMO1946,ZMO1946
rxn05339_num5,3hbutACP_c,3hbutACP,ZMO1222,ZMO1222
rxn05340_num2,3hddecACP_c,3hddecACP,ZMO1222,ZMO1222
rxn05340_num3,3hddecACP_c,3hddecACP,ZMO0318,ZMO0318
rxn05340_num4,3hddecACP_c,3hddecACP,ZMOp33x016,ZMOp33x016
rxn05340_num5,3hddecACP_c,3hddecACP,ZMO0090,ZMO0090
rxn05341_num2,cpd11483_c0,cpd11483,ZMO1946,ZMO1946
rxn05341_num3,cpd11483_c0,cpd11483,ZMO1222,ZMO1222
rxn05341_num4,cpd11483_c0,cpd11483,ZMOp33x016,ZMOp33x016
rxn05341_num5,cpd11483_c0,cpd11483,ZMO0090,ZMO0090
rxn05342_num2,3hmrsACP_c,3hmrsACP,ZMO1222,ZMO1222
rxn05342_num3,3hmrsACP_c,3hmrsACP,ZMO1946,ZMO1946
rxn05342_num4,3hmrsACP_c,3hmrsACP,ZMO0090,ZMO0090
rxn05342_num5,3hmrsACP_c,3hmrsACP,ZMOp33x016,ZMOp33x016
rxn05360_num2,cpd11496_c0,cpd11496,ZMO1946,ZMO1946
rxn05360_num3,cpd11496_c0,cpd11496,ZMO0318,ZMO0318
rxn05360_num4,cpd11496_c0,cpd11496,ZMO0090,ZMO0090
rxn05360_num5,cpd11496_c0,cpd11496,ZMOp33x016,ZMOp33x016
rxn05364_num2,cpd11500_c0,cpd11500,ZMOp33x016,ZMOp33x016
rxn05364_num3,cpd11500_c0,cpd11500,ZMO1222,ZMO1222
rxn05364_num4,cpd11500_c0,cpd11500,ZMO1946,ZMO1946
rxn05364_num5,cpd11500_c0,cpd11500,ZMO0318,ZMO0318
rxn05368_num2,cpd11504_c0,cpd11504,ZMO1946,ZMO1946
rxn05368_num3,cpd11504_c0,cpd11504,ZMO0318,ZMO0318
rxn05368_num4,cpd11504_c0,cpd11504,ZMO0090,ZMO0090
rxn05368_num5,cpd11504_c0,cpd11504,ZMOp33x016,ZMOp33x016
rxn05372_num2,cpd11508_c0,cpd11508,ZMO0090,ZMO0090
rxn05372_num3,cpd11508_c0,cpd11508,ZMO0318,ZMO0318
rxn05372_num4,cpd11508_c0,cpd11508,ZMO1946,ZMO1946
rxn05372_num5,cpd11508_c0,cpd11508,ZMO1222,ZMO1222
rxn05376_num2,cpd11512_c0,cpd11512,ZMO0090,ZMO0090
rxn05376_num3,cpd11512_c0,cpd11512,ZMO0318,ZMO0318
rxn05376_num4,cpd11512_c0,cpd11512,ZMO1946,ZMO1946
rxn05376_num5,cpd11512_c0,cpd11512,ZMO1222,ZMO1222
rxn05380_num2,cpd11516_c0,cpd11516,ZMO1222,ZMO1222
rxn05380_num3,cpd11516_c0,cpd11516,ZMO1946,ZMO1946
rxn05380_num4,cpd11516_c0,cpd11516,ZMO0090,ZMO0090
rxn05380_num5,cpd11516_c0,cpd11516,ZMOp33x016,ZMOp33x016
rxn05385_num2,cpd11521_c0,cpd11521,ZMOp33x016,ZMOp33x016
rxn05385_num3,cpd11521_c0,cpd11521,ZMO1222,ZMO1222
rxn05385_num4,cpd11521_c0,cpd11521,ZMO1946,ZMO1946
rxn05385_num5,cpd11521_c0,cpd11521,ZMO0318,ZMO0318
rxn05389_num2,cpd11525_c0,cpd11525,ZMOp33x016,ZMOp33x016
rxn05389_num3,cpd11525_c0,cpd11525,ZMO1222,ZMO1222
rxn05389_num4,cpd11525_c0,cpd11525,ZMO1946,ZMO1946
rxn05389_num5,cpd11525_c0,cpd11525,ZMO0318,ZMO0318
rxn05393_num2,cpd11529_c0,cpd11529,ZMO1946,ZMO1946
rxn05393_num3,cpd11529_c0,cpd11529,ZMO1222,ZMO1222
rxn05393_num4,cpd11529_c0,cpd11529,ZMOp33x016,ZMOp33x016
rxn05393_num5,cpd11529_c0,cpd11529,ZMO0090,ZMO0090
rxn05397_num2,cpd11533_c0,cpd11533,ZMOp33x016,ZMOp33x016
rxn05397_num3,cpd11533_c0,cpd11533,ZMO1222,ZMO1222
rxn05397_num4,cpd11533_c0,cpd11533,ZMO1946,ZMO1946
rxn05397_num5,cpd11533_c0,cpd11533,ZMO0318,ZMO0318
rxn05401_num2,cpd11537_c0,cpd11537,ZMO0090,ZMO0090
rxn05401_num3,cpd11537_c0,cpd11537,ZMO0318,ZMO0318
rxn05401_num4,cpd11537_c0,cpd11537,ZMO1946,ZMO1946
rxn05401_num5,cpd11537_c0,cpd11537,ZMO1222,ZMO1222
rxn05405_num2,cpd11541_c0,cpd11541,ZMO1946,ZMO1946
rxn05405_num3,cpd11541_c0,cpd11541,ZMO0318,ZMO0318
rxn05405_num4,cpd11541_c0,cpd11541,ZMO0090,ZMO0090
rxn05405_num5,cpd11541_c0,cpd11541,ZMOp33x016,ZMOp33x016
rxn05410_num2,cpd11546_c0,cpd11546,ZMOp33x016,ZMOp33x016
