reactions,metabolites,metabolitestotal,gpr,genes
rxn00011_num1,pyr_c,pyr,ZMO1360,ZMO1360
rxn00011_num1,thmpp_c,thmpp,ZMO1360,ZMO1360
rxn00014,focytc_c,focytc,ZMO1136,ZMO1136
rxn00048,dmlz_c,dmlz,ZMO0475,ZMO0475
rxn00060,ppbng_c,ppbng,ZMO1903,ZMO1903
rxn00085_reverse,akg_c,akg,ZMO1116 and ZMO1117,ZMO1116
rxn00085_reverse,akg_c,akg,ZMO1116 and ZMO1117,ZMO1117
rxn00085_reverse,gln__L_c,gln__L,ZMO1116 and ZMO1117,ZMO1116
rxn00085_reverse,gln__L_c,gln__L,ZMO1116 and ZMO1117,ZMO1117
rxn00086_reverse,gthox_c,gthox,ZMO1211,ZMO1211
rxn00100,dpcoa_c,dpcoa,ZMO0040,ZMO0040
rxn00102,h2co3_c,h2co3,ZMO1133,ZMO1133
rxn00105,nmn_c,nmn,ZMO1662,ZMO1662
rxn00113_reverse,cbp_c,cbp,ZMO0462,ZMO0462
rxn00122,fmn_c,fmn,ZMO0322,ZMO0322
rxn00124,pydx_c,pydx,ZMO1600,ZMO1600
rxn00126,met__L_c,met__L,ZMO0273,ZMO0273
rxn00134,adn_c,adn,ZMO0040,ZMO0040
rxn00137,pap_c,pap,ZMO0734,ZMO0734
rxn00138,dnad_c,dnad,ZMO0899,ZMO0899
rxn00141_num1,ahcys_c,ahcys,ZMO0182,ZMO0182
rxn00148_reverse,pep_c,pep,ZMO0152,ZMO0152
rxn00154,pyr_c,pyr,ZMO1605 and ZMO1606 and ZMO0510,ZMO0510
rxn00154,pyr_c,pyr,ZMO1605 and ZMO1606 and ZMO0510,ZMO1605
rxn00154,pyr_c,pyr,ZMO1605 and ZMO1606 and ZMO0510,ZMO1606
rxn00157_reverse_num1,pyr_c,pyr,ZMO1570,ZMO1570
rxn00159,mal__L_c,mal__L,ZMO1955,ZMO1955
rxn00168,pyr_c,pyr,ZMO1360,ZMO1360
rxn00179,glu__L_c,glu__L,ZMO0206,ZMO0206
rxn00187,glu__L_c,glu__L,ZMO0493,ZMO0493
rxn00189,gln__L_c,gln__L,ZMO0113,ZMO0113
rxn00190,gln__L_c,gln__L,ZMO0899,ZMO0899
rxn00190,dnad_c,dnad,ZMO0899,ZMO0899
rxn00192_num1,accoa_c,accoa,ZMO0923,ZMO0923
rxn00192_num1,glu__L_c,glu__L,ZMO0923,ZMO0923
rxn00194,glu__L_c,glu__L,ZMO1020,ZMO1020
rxn00198,icit_c,icit,ZMO0544,ZMO0544
rxn00199,cpd03187_c0,cpd03187,ZMO0544,ZMO0544
rxn00202,accoa_c,accoa,ZMO1835,ZMO1835
rxn00202,akg_c,akg,ZMO1835,ZMO1835
rxn00208,pyam5p_c,pyam5p,ZMO0851,ZMO0851
rxn00209,pdx5p_c,pdx5p,ZMO0851,ZMO0851
rxn00211,udpg_c,udpg,ZMO0819,ZMO0819
rxn00213,g1p_c,g1p,ZMO1767,ZMO1767
rxn00216,glc__D_c,glc__D,ZMO0369,ZMO0369
rxn00224,ppp9_c,ppp9,ZMO0303,ZMO0303
rxn00231,ad_c,ad,ZMO1370,ZMO1370
rxn00242,ppgpp_c,ppgpp,ZMO0086,ZMO0086
rxn00251_reverse,pep_c,pep,ZMO1496,ZMO1496
rxn00256_num1,accoa_c,accoa,ZMO1963,ZMO1963
rxn00256_num1,oaa_c,oaa,ZMO1963,ZMO1963
rxn00260_num1,akg_c,akg,ZMO0342,ZMO0342
rxn00260_num1,asp__L_c,asp__L,ZMO0342,ZMO0342
rxn00262,asp__L_c,asp__L,ZMO0144,ZMO0144
rxn00272,ala__L_c,ala__L,ZMOp33x012,ZMOp33x012
rxn00272,glx_c,glx,ZMOp33x012,ZMOp33x012
rxn00279,asp__L_c,asp__L,ZMO1682,ZMO1682
rxn00285,succ_c,succ,ZMO1481 and ZMO0567,ZMO0567
rxn00285,succ_c,succ,ZMO1481 and ZMO0567,ZMO1481
rxn00293,acgam1p_c,acgam1p,ZMO0498,ZMO0498
rxn00305,oaa_c,oaa,ZMO1190,ZMO1190
rxn00313,26dap__M_c,26dap__M,ZMO1768,ZMO1768
rxn00314_num1,cpd02490_c0,cpd02490,ZMO0311,ZMO0311
rxn00322,lys__L_c,lys__L,ZMO1020,ZMO1020
rxn00337_num1,asp__L_c,asp__L,ZMO1653,ZMO1653
rxn00338,asp__L_c,asp__L,ZMO0144,ZMO0144
rxn00342,asn__L_c,asn__L,ZMO1683,ZMO1683
rxn00346,asp__L_c,asp__L,ZMO1020,ZMO1020
rxn00351,gly_c,gly,ZMO1913,ZMO1913
rxn00351,glucys_c,glucys,ZMO1913,ZMO1913
rxn00361,aps_c,aps,ZMO0003,ZMO0003
rxn00392,ribflv_c,ribflv,ZMO0322,ZMO0322
rxn00394,arg__L_c,arg__L,ZMO0432,ZMO0432
rxn00405,arg__L_c,arg__L,ZMO1020,ZMO1020
rxn00412_num1,gln__L_c,gln__L,ZMO0462,ZMO0462
rxn00414,gln__L_c,gln__L,ZMO1617 and ZMO1618,ZMO1617
rxn00414,gln__L_c,gln__L,ZMO1617 and ZMO1618,ZMO1618
rxn00414,h2co3_c,h2co3,ZMO1617 and ZMO1618,ZMO1617
rxn00414,h2co3_c,h2co3,ZMO1617 and ZMO1618,ZMO1618
rxn00420_num1,pser__L_c,pser__L,ZMO1137,ZMO1137
rxn00422,pyr_c,pyr,ZMOp33x012,ZMOp33x012
rxn00422,ser__L_c,ser__L,ZMOp33x012,ZMOp33x012
rxn00423,accoa_c,accoa,ZMO1730,ZMO1730
rxn00423,ser__L_c,ser__L,ZMO1730,ZMO1730
rxn00427,meoh_c,meoh,ZMO0918,ZMO0918
rxn00438,thmmp_c,thmmp,ZMO1553,ZMO1553
rxn00461,uacgam_c,uacgam,ZMO1724,ZMO1724
rxn00461,pep_c,pep,ZMO1724,ZMO1724
rxn00470_num1,orn__L_c,orn__L,ZMO1020,ZMO1020
rxn00474_num1,ser__L_c,ser__L,ZMO0585 and ZMO0584,ZMO0584
rxn00474_num1,ser__L_c,ser__L,ZMO0585 and ZMO0584,ZMO0585
rxn00474_num1,indole_c,indole,ZMO0585 and ZMO0584,ZMO0584
rxn00474_num1,indole_c,indole,ZMO0585 and ZMO0584,ZMO0585
rxn00484,trp__L_c,trp__L,ZMO1496,ZMO1496
rxn00493_num1,akg_c,akg,ZMO0002,ZMO0002
rxn00493_num1,phe__L_c,phe__L,ZMO0002,ZMO0002
rxn00497,phe__L_c,phe__L,ZMO1496,ZMO1496
rxn00500_num1,lac__D_c,lac__D,ZMO0256,ZMO0256
rxn00507,acald_c,acald,ZMO1754,ZMO1754
rxn00508,sucsal_c,sucsal,ZMO1754,ZMO1754
rxn00519,oaa_c,oaa,ZMO1190,ZMO1190
rxn00527_num1,akg_c,akg,ZMO1854,ZMO1854
rxn00527_num1,tyr__L_c,tyr__L,ZMO1854,ZMO1854
rxn00529,tyr__L_c,tyr__L,ZMO1496,ZMO1496
rxn00532,msa_c,msa,ZMO1407,ZMO1407
rxn00543_num1,etoh_c,etoh,ZMO1596,ZMO1596
rxn00544,thmpp_c,thmpp,ZMO1360,ZMO1360
rxn00544,acald_c,acald,ZMO1360,ZMO1360
rxn00546,cpd00491_c0,cpd00491,ZMO1449,ZMO1449
rxn00547_num1,fru_c,fru,ZMO1895,ZMO1895
rxn00549,fdp_c,fdp,ZMO0482,ZMO0482
rxn00555,gln__L_c,gln__L,ZMO0056,ZMO0056
rxn00555,f6p_c,f6p,ZMO0056,ZMO0056
rxn00566,cys__L_c,cys__L,ZMO0327,ZMO0327
rxn00599,gly_c,gly,ZMO1198,ZMO1198
rxn00599,succoa_c,succoa,ZMO1198,ZMO1198
rxn00601,arg__L_c,arg__L,ZMO0657,ZMO0657
rxn00601,succoa_c,succoa,ZMO0657,ZMO0657
rxn00604,g6p_c,g6p,ZMO0367,ZMO0367
rxn00611_reverse,dhap_c,dhap,ZMO1905,ZMO1905
rxn00612_reverse,dhap_c,dhap,ZMO1905,ZMO1905
rxn00633,glc__D_p,glc__D,ZMO0689,ZMO0689
rxn00633,fru_p,fru,ZMO0689,ZMO0689
rxn00640,man1p_c,man1p,ZMO1233,ZMO1233
rxn00646,glu__L_c,glu__L,ZMO1556,ZMO1556
rxn00646,cys__L_c,cys__L,ZMO1556,ZMO1556
rxn00649_num1,acser_c,acser,ZMO0821,ZMO0821
rxn00650_num1,cgly_c,cgly,ZMO1348,ZMO1348
rxn00655,cpd01489_c0,cpd01489,ZMO0321,ZMO0321
rxn00658,cpd00788_c0,cpd00788,ZMO0962,ZMO0962
rxn00678,pyr_c,pyr,ZMO0791,ZMO0791
rxn00678,mmcoa__S_c,mmcoa__S,ZMO0791,ZMO0791
rxn00686,thf_c,thf,ZMO0321,ZMO0321
rxn00690,for_c,for,ZMO0454,ZMO0454
rxn00690,thf_c,thf,ZMO0454,ZMO0454
rxn00692,gly_c,gly,ZMO1201,ZMO1201
rxn00692,mlthf_c,mlthf,ZMO1201,ZMO1201
rxn00693_num1,hcys__L_c,hcys__L,ZMO1745,ZMO1745
rxn00693_num1,5mthf_c,5mthf,ZMO1745,ZMO1745
rxn00700,g1p_c,g1p,ZMO1489,ZMO1489
rxn00707,cytd_c,cytd,ZMO1797,ZMO1797
rxn00710,orot5p_c,orot5p,ZMO0587,ZMO0587
rxn00714,cpd03706_c0,cpd03706,ZMO1498,ZMO1498
rxn00721,anth_c,anth,ZMO0766,ZMO0766
rxn00726,chor_c,chor,ZMO0468 and ZMO0201,ZMO0201
rxn00726,chor_c,chor,ZMO0468 and ZMO0201,ZMO0468
rxn00727,gln__L_c,gln__L,ZMO0201 and ZMO0468,ZMO0201
rxn00727,gln__L_c,gln__L,ZMO0201 and ZMO0468,ZMO0468
rxn00727,chor_c,chor,ZMO0201 and ZMO0468,ZMO0201
rxn00727,chor_c,chor,ZMO0201 and ZMO0468,ZMO0468
rxn00730,malcoa_c,malcoa,ZMO0431,ZMO0431
rxn00730,anth_c,anth,ZMO0431,ZMO0431
rxn00735_reverse,r3mmal_c,r3mmal,ZMO0677,ZMO0677
rxn00743,dhap_c,dhap,ZMO0938,ZMO0938
rxn00763_num1,glyc_c,glyc,ZMOp33x021,ZMOp33x021
rxn00770,r5p_c,r5p,ZMO1519,ZMO1519
rxn00771,r5p_c,r5p,ZMO0552,ZMO0552
rxn00775,adprib_c,adprib,ZMO1041,ZMO1041
rxn00776_num1,ura_c,ura,ZMO0810 and ZMO0551,ZMO0551
rxn00776_num1,ura_c,ura,ZMO0810 and ZMO0551,ZMO0810
rxn00776_num1,r5p_c,r5p,ZMO0810 and ZMO0551,ZMO0551
rxn00776_num1,r5p_c,r5p,ZMO0810 and ZMO0551,ZMO0810
rxn00780,glyald_c,glyald,ZMO0059,ZMO0059
rxn00781,g3p_c,g3p,ZMO0177,ZMO0177
rxn00785,f6p_c,f6p,ZMO0176,ZMO0176
rxn00785,g3p_c,g3p,ZMO0176,ZMO0176
rxn00789_num1,prpp_c,prpp,ZMO1550,ZMO1550
rxn00790_num1,gln__L_c,gln__L,ZMO1557,ZMO1557
rxn00790_num1,prpp_c,prpp,ZMO1557,ZMO1557
rxn00791,anth_c,anth,ZMO0200,ZMO0200
rxn00791,prpp_c,prpp,ZMO0200,ZMO0200
rxn00792,btamp_c,btamp,ZMO1868,ZMO1868
rxn00794,cpd01301_c0,cpd01301,ZMO0658,ZMO0658
rxn00795,biocyt_c,biocyt,ZMO0658,ZMO0658
rxn00806,akg_c,akg,ZMO0913,ZMO0913
rxn00806,leu__L_c,leu__L,ZMO0913,ZMO0913
rxn00816,lcts_c,lcts,ZMO0904,ZMO0904
rxn00838,asp__L_c,asp__L,ZMO1687,ZMO1687
rxn00851,ala__D_c,ala__D,ZMO0834,ZMO0834
rxn00853,Ncbmpts_c,Ncbmpts,ZMO1370,ZMO1370
rxn00859,histd_c,histd,ZMO1551,ZMO1551
rxn00861,accoa_c,accoa,ZMO1198,ZMO1198
rxn00861,his__L_c,his__L,ZMO1198,ZMO1198
rxn00863,cpd01324_c0,cpd01324,ZMO1551,ZMO1551
rxn00866,his__L_c,his__L,ZMO1496,ZMO1496
rxn00868,cpd00650_c0,cpd00650,ZMO0485,ZMO0485
rxn00881_num1,mi1p__D_c,mi1p__D,ZMO0329,ZMO0329
rxn00882_num1,mi4p__D_c,mi4p__D,ZMO0329,ZMO0329
rxn00883_num1,mi3p__D_c,mi3p__D,ZMO1518,ZMO1518
rxn00902,accoa_c,accoa,ZMO0903,ZMO0903
rxn00902,3mob_c,3mob,ZMO0903,ZMO0903
rxn00903,akg_c,akg,ZMO0913,ZMO0913
rxn00903,val__L_c,val__L,ZMO0913,ZMO0913
rxn00904,pyr_c,pyr,ZMO1950,ZMO1950
rxn00904,val__L_c,val__L,ZMO1950,ZMO1950
rxn00907,mlthf_c,mlthf,ZMO0914,ZMO0914
rxn00912_num1,3mob_c,3mob,ZMO1970,ZMO1970
rxn00912_num1,mlthf_c,mlthf,ZMO1970,ZMO1970
rxn00915,prpp_c,prpp,ZMO0656,ZMO0656
rxn00915,gua_c,gua,ZMO0656,ZMO0656
rxn00917,gln__L_c,gln__L,ZMO1267,ZMO1267
rxn00921,4hbz_c,4hbz,ZMO1160,ZMO1160
rxn00927,adn_c,adn,ZMO0182,ZMO0182
rxn00931_reverse_num1,1pyr5c_c,1pyr5c,ZMO0311,ZMO0311
rxn00952,achms_c,achms,ZMO0676,ZMO0676
rxn00980_num1,2pglyc_c,2pglyc,ZMO1805,ZMO1805
rxn01000,pphn_c,pphn,ZMO1678,ZMO1678
rxn01014,hpyr_c,hpyr,ZMOp33x017,ZMOp33x017
rxn01018,asp__L_c,asp__L,ZMO0791,ZMO0791
rxn01018,cbp_c,cbp,ZMO0791,ZMO0791
rxn01019,orn__L_c,orn__L,ZMO0409,ZMO0409
rxn01019,cbp_c,cbp,ZMO0409,ZMO0409
rxn01029,agm_c,agm,ZMO1369,ZMO1369
rxn01043,xylt_c,xylt,ZMO0976,ZMO0976
rxn01066,xolest_hs_c,xolest_hs,ZMO1649,ZMO1649
rxn01069,phom_c,phom,ZMO1891,ZMO1891
rxn01100,3pg_c,3pg,ZMO0178,ZMO0178
rxn01101_num1,3pg_c,3pg,ZMO1883,ZMO1883
rxn01102,glyc__R_c,glyc__R,ZMO0059,ZMO0059
rxn01137_num1,adn_c,adn,ZMO0655,ZMO0655
rxn01143,thymd_c,thymd,ZMO0552,ZMO0552
rxn01200,g3p_c,g3p,ZMO0176,ZMO0176
rxn01200,s7p_c,s7p,ZMO0176,ZMO0176
rxn01208,3c4mop_c,3c4mop,ZMO0677,ZMO0677
rxn01210,glu__L_c,glu__L,ZMO0582,ZMO0582
rxn01210,10fthf_c,10fthf,ZMO0582,ZMO0582
rxn01213,ipdp_c,ipdp,ZMO0855,ZMO0855
rxn01213,dmpp_c,dmpp,ZMO0855,ZMO0855
rxn01225_num1,gua_c,gua,ZMO0939,ZMO0939
rxn01231,Lcyst_c,Lcyst,ZMO1020,ZMO1020
rxn01241,dhlam_c,dhlam,ZMO0512,ZMO0512
rxn01257_num1,gln__L_c,gln__L,ZMO0114,ZMO0114
rxn01257_num1,chor_c,chor,ZMO0114,ZMO0114
rxn01268,pphn_c,pphn,ZMO0420,ZMO0420
rxn01269,pphn_c,pphn,ZMO0420,ZMO0420
rxn01270_num1,oaa_c,oaa,ZMO0562,ZMO0562
rxn01270_num1,Largn_c,Largn,ZMO0562,ZMO0562
rxn01274,lgt__S_c,lgt__S,ZMO0759,ZMO0759
rxn01275,glcn_c,glcn,ZMO1757,ZMO1757
rxn01291,abt__L_c,abt__L,ZMO1344,ZMO1344
rxn01300,hom__L_c,hom__L,ZMO1600,ZMO1600
rxn01301_reverse,aspsa_c,aspsa,ZMO0483,ZMO0483
rxn01302_reverse,aspsa_c,aspsa,ZMO0483,ZMO0483
rxn01303_num1,accoa_c,accoa,ZMO0225,ZMO0225
rxn01303_num1,hom__L_c,hom__L,ZMO0225,ZMO0225
rxn01331,e4p_c,e4p,ZMO0177,ZMO0177
rxn01332,pep_c,pep,ZMO0187,ZMO0187
rxn01332,e4p_c,e4p,ZMO0187,ZMO0187
rxn01362_num1,prpp_c,prpp,ZMO1707,ZMO1707
rxn01362_num1,orot_c,orot,ZMO1707,ZMO1707
rxn01368_num1,cytd_c,cytd,ZMO0864,ZMO0864
rxn01396,pydxn_c,pydxn,ZMO1600,ZMO1600
rxn01434,asp__L_c,asp__L,ZMO1036,ZMO1036
rxn01434,citr__L_c,citr__L,ZMO1036,ZMO1036
rxn01454,accoa_c,accoa,ZMO1835,ZMO1835
rxn01454,aacoa_c,aacoa,ZMO1835,ZMO1835
rxn01465_num1,dhor__S_c,dhor__S,ZMO0792,ZMO0792
rxn01466,ipdp_c,ipdp,ZMO0855,ZMO0855
rxn01466,grdp_c,grdp,ZMO0855,ZMO0855
rxn01476,6pgl_c,6pgl,ZMO1478,ZMO1478
rxn01479,ethamp_c,ethamp,ZMO1662,ZMO1662
rxn01484,acgam6p_c,acgam6p,ZMO0962,ZMO0962
rxn01486_num1,ipdp_c,ipdp,ZMO0855,ZMO0855
rxn01486_num1,frdp_c,frdp,ZMO0855,ZMO0855
rxn01499,34dhphe_c,34dhphe,ZMO1496,ZMO1496
rxn01518,duri_c,duri,ZMO0552,ZMO0552
rxn01520,mlthf_c,mlthf,ZMO1755,ZMO1755
rxn01530_num1,retinol_c,retinol,ZMO1236,ZMO1236
rxn01544,prpp_c,prpp,ZMO0656,ZMO0656
rxn01544,xan_c,xan,ZMO0656,ZMO0656
rxn01547,gsn_c,gsn,ZMO1178,ZMO1178
rxn01575,akg_c,akg,ZMO0913,ZMO0913
rxn01575,ile__L_c,ile__L,ZMO0913,ZMO0913
rxn01600,cpd00445_c0,cpd00445,ZMO0144,ZMO0144
rxn01602,dhf_c,dhf,ZMO0321,ZMO0321
rxn01603,glu__L_c,glu__L,ZMO0582,ZMO0582
rxn01603,dhpt_c,dhpt,ZMO0582,ZMO0582
rxn01607_num1,mev__R_c,mev__R,ZMO1895,ZMO1895
rxn01626_num1,56dura_c,56dura,ZMO0103,ZMO0103
rxn01635,25dop_c,25dop,ZMO0476,ZMO0476
rxn01636,glu__L_c,glu__L,ZMO0923,ZMO0923
rxn01636,acorn_c,acorn,ZMO0923,ZMO0923
rxn01637,akg_c,akg,ZMO0408,ZMO0408
rxn01637,acorn_c,acorn,ZMO0408,ZMO0408
rxn01639,glu__L_c,glu__L,ZMO0027,ZMO0027
rxn01639,frmd_c,frmd,ZMO0027,ZMO0027
rxn01641,glu__L_c,glu__L,ZMO0811,ZMO0811
rxn01641,5forthf_c,5forthf,ZMO0811,ZMO0811
rxn01642,4izp_c,4izp,ZMO0432,ZMO0432
rxn01643,4pasp_c,4pasp,ZMO1407,ZMO1407
rxn01644_num1,pyr_c,pyr,ZMO0720,ZMO0720
rxn01644_num1,aspsa_c,aspsa,ZMO0720,ZMO0720
rxn01653,5fthf_c,5fthf,ZMO0215,ZMO0215
rxn01671,rnam_c,rnam,ZMO0322,ZMO0322
rxn01739,skm_c,skm,ZMO0594,ZMO0594
rxn01740,skm_c,skm,ZMO0041,ZMO0041
rxn01790,pant__R_c,pant__R,ZMO1141,ZMO1141
rxn01791_num1,ala_B_c,ala_B,ZMO1954,ZMO1954
rxn01791_num1,pant__R_c,pant__R,ZMO1954,ZMO1954
rxn01800_num1,dcyt_c,dcyt,ZMO0864,ZMO0864
rxn01807,pydam_c,pydam,ZMO1600,ZMO1600
rxn01843,pad_c,pad,ZMO1370,ZMO1370
rxn01851,4abutn_c,4abutn,ZMO1407,ZMO1407
rxn01858_num1,dad_2_c,dad_2,ZMO0971,ZMO0971
rxn01871,accoa_c,accoa,ZMO0510,ZMO0510
rxn01871,dhlam_c,dhlam,ZMO0510,ZMO0510
rxn01917,acglu_c,acglu,ZMO1494,ZMO1494
rxn01948,5htrp_c,5htrp,ZMO1496,ZMO1496
rxn01964_num1,ser__L_c,ser__L,ZMO0584 and ZMO0585,ZMO0584
rxn01964_num1,ser__L_c,ser__L,ZMO0584 and ZMO0585,ZMO0585
rxn01964_num1,3ig3p_c,3ig3p,ZMO0584 and ZMO0585,ZMO0584
rxn01964_num1,3ig3p_c,3ig3p,ZMO0584 and ZMO0585,ZMO0585
rxn01973,sl26da_c,sl26da,ZMO1632,ZMO1632
rxn02008,glu__D_c,glu__D,ZMO0829,ZMO0829
rxn02008,uama_c,uama,ZMO0829,ZMO0829
rxn02009,lys__L_c,lys__L,ZMO0215,ZMO0215
rxn02009,uamag_c,uamag,ZMO0215,ZMO0215
rxn02011,26dap__M_c,26dap__M,ZMO0826,ZMO0826
rxn02011,uamag_c,uamag,ZMO0826,ZMO0826
rxn02015_num1,tchola_c,tchola,ZMO0195,ZMO0195
rxn02056_num1,sheme_c,sheme,ZMO1271,ZMO1271
rxn02090_num1,crtn_c,crtn,ZMO0474,ZMO0474
rxn02107,cpd03709_c0,cpd03709,ZMO1407,ZMO1407
rxn02144,5odhf2a_c,5odhf2a,ZMO0053,ZMO0053
rxn02155,nicrnt_c,nicrnt,ZMO1662,ZMO1662
rxn02159,histd_c,histd,ZMO1551,ZMO1551
rxn02160,hisp_c,hisp,ZMO1518,ZMO1518
rxn02166,cpd02135_c0,cpd02135,ZMO0938,ZMO0938
rxn02175,pan4p_c,pan4p,ZMO0854,ZMO0854
rxn02177_num1,ichor_c,ichor,ZMO0758,ZMO0758
rxn02185_num1,thmpp_c,thmpp,ZMO1140 and ZMO1139,ZMO1140
rxn02185_num1,thmpp_c,thmpp,ZMO1140 and ZMO1139,ZMO1139
rxn02185_num1,cpd00668_c0,cpd00668,ZMO1140 and ZMO1139,ZMO1140
rxn02185_num1,cpd00668_c0,cpd00668,ZMO1140 and ZMO1139,ZMO1139
rxn02186,cpd00668_c0,cpd00668,ZMO1141,ZMO1141
rxn02190_num1,56dthm_c,56dthm,ZMO1967,ZMO1967
rxn02199,accoa_c,accoa,ZMO0225,ZMO0225
rxn02199,cm_c,cm,ZMO0225,ZMO0225
rxn02200,4abz_c,4abz,ZMO1006,ZMO1006
rxn02200,6hmhpt_c,6hmhpt,ZMO1006,ZMO1006
rxn02201,4abz_c,4abz,ZMO1006,ZMO1006
rxn02201,2ahhmd_c,2ahhmd,ZMO1006,ZMO1006
rxn02222,iad_c,iad,ZMO1370,ZMO1370
rxn02229,mercppyr_c,mercppyr,ZMO0094,ZMO0094
rxn02230_num1,cyan_c,cyan,ZMO1460,ZMO1460
rxn02230_num1,mercppyr_c,mercppyr,ZMO1460,ZMO1460
rxn02268,2mbcoa_c,2mbcoa,ZMO0485,ZMO0485
rxn02275,4gudbd_c,4gudbd,ZMO1370,ZMO1370
rxn02277,dann_c,dann,ZMO1915,ZMO1915
rxn02283,glu__L_c,glu__L,ZMO0811,ZMO0811
rxn02283,5fthf_c,5fthf,ZMO0811,ZMO0811
rxn02285,uamr_c,uamr,ZMO0833,ZMO0833
rxn02286,ala__L_c,ala__L,ZMO0832,ZMO0832
rxn02286,uamr_c,uamr,ZMO0832,ZMO0832
rxn02288,uppg3_c,uppg3,ZMO1998,ZMO1998
rxn02297_num1,ala__L_c,ala__L,ZMO1917,ZMO1917
rxn02297_num1,pmcoa_c,pmcoa,ZMO1917,ZMO1917
rxn02303,cpppg3_c,cpppg3,ZMO0951,ZMO0951
rxn02305_num1,4mpetz_c,4mpetz,ZMO0332,ZMO0332
rxn02305_num1,2mahmp_c,2mahmp,ZMO0332,ZMO0332
rxn02312,amet_c,amet,ZMO1918,ZMO1918
rxn02312,8aonn_c,8aonn,ZMO1918,ZMO1918
rxn02320_num1,akg_c,akg,ZMO0002,ZMO0002
rxn02320_num1,hisp_c,hisp,ZMO0002,ZMO0002
rxn02331,pep_c,pep,ZMO1488,ZMO1488
rxn02331,ara5p_c,ara5p,ZMO1488,ZMO1488
rxn02339_num1,akg_c,akg,ZMO0342,ZMO0342
rxn02339_num1,4hglu_c,4hglu,ZMO0342,ZMO0342
rxn02341,4ppcys_c,4ppcys,ZMO1190 and ZMO1190,ZMO1190
rxn02342,lpam_c,lpam,ZMO1606 and ZMO1605,ZMO1605
rxn02342,lpam_c,lpam,ZMO1606 and ZMO1605,ZMO1606
rxn02342,2ahethmpp_c,2ahethmpp,ZMO1606 and ZMO1605,ZMO1605
rxn02342,2ahethmpp_c,2ahethmpp,ZMO1606 and ZMO1605,ZMO1606
rxn02362,23dpg_c,23dpg,ZMO1128,ZMO1128
rxn02373,glu5p_c,glu5p,ZMO1661,ZMO1661
rxn02402,prpp_c,prpp,ZMO1870,ZMO1870
rxn02402,quln_c,quln,ZMO1870,ZMO1870
rxn02405_num1,kdo_c,kdo,ZMO1489,ZMO1489
rxn02409,cpd00947_c0,cpd00947,ZMO0904,ZMO0904
rxn02418_num1,minohp_c,minohp,ZMO1137,ZMO1137
rxn02421_num1,cpd00888_c0,cpd00888,ZMO0353,ZMO0353
rxn02465,acg5p_c,acg5p,ZMO0804,ZMO0804
rxn02474,5aprbu_c,5aprbu,ZMO0476,ZMO0476
rxn02475_num1,25drapp_c,25drapp,ZMO0476,ZMO0476
rxn02476,pep_c,pep,ZMO1796,ZMO1796
rxn02476,skm5p_c,skm5p,ZMO1796,ZMO1796
rxn02483,2c25dho_c,2c25dho,ZMOp33x017,ZMOp33x017
rxn02503,6hmhpt_c,6hmhpt,ZMO1647,ZMO1647
rxn02507,2cpr5p_c,2cpr5p,ZMO0545,ZMO0545
rxn02548,amet_c,amet,ZMO1033,ZMO1033
rxn02548,cpd01047_c0,cpd01047,ZMO1033,ZMO1033
rxn02639,ppcoa_c,ppcoa,ZMO1806,ZMO1806
rxn02639,cholcoa_c,cholcoa,ZMO1806,ZMO1806
rxn02687,cpd01357_c0,cpd01357,ZMO1407,ZMO1407
rxn02693,dmpp_c,dmpp,ZMO1419,ZMO1419
rxn02693,cpd01371_c0,cpd01371,ZMO1419,ZMO1419
rxn02791_reverse,cpd03407_c0,cpd03407,ZMO1388,ZMO1388
rxn02792,glu__L_c,glu__L,ZMO1388,ZMO1388
rxn02792,cpd01651_c0,cpd01651,ZMO1388,ZMO1388
rxn02795_num1,cpd03247_c0,cpd03247,ZMO0195,ZMO0195
rxn02796_num1,tdchola_c,tdchola,ZMO0195,ZMO0195
rxn02819_num1,amet_c,amet,ZMO1970,ZMO1970
rxn02819_num1,cpd02787_c0,cpd02787,ZMO1970,ZMO1970
rxn02834,prbatp_c,prbatp,ZMO1178 and ZMO1499,ZMO1499
rxn02834,prbatp_c,prbatp,ZMO1178 and ZMO1499,ZMO1178
rxn02835,prbamp_c,prbamp,ZMO1178 and ZMO1499,ZMO1499
rxn02835,prbamp_c,prbamp,ZMO1178 and ZMO1499,ZMO1178
rxn02895,gly_c,gly,ZMO0299,ZMO0299
rxn02895,pram_c,pram,ZMO0299,ZMO0299
rxn02914,akg_c,akg,ZMO1684,ZMO1684
rxn02914,pser__L_c,pser__L,ZMO1684,ZMO1684
rxn02927,sucarg_c,sucarg,ZMO1172,ZMO1172
rxn02937,fpram_c,fpram,ZMO0709,ZMO0709
rxn02938_num1,5aizc_c,5aizc,ZMO1421,ZMO1421
rxn02939,4per_c,4per,ZMO1008,ZMO1008
rxn02961,2ameph_c,2ameph,ZMO1662,ZMO1662
rxn02962_num1,2ameph_c,2ameph,ZMO0006,ZMO0006
rxn02988,dhap_c,dhap,ZMO1871,ZMO1871
rxn02988,iasp_c,iasp,ZMO1871,ZMO1871
rxn03002_num1,cpd02688_c0,cpd02688,ZMO1805,ZMO1805
rxn03004,10fthf_c,10fthf,ZMO0708,ZMO0708
rxn03004,gar_c,gar,ZMO0708,ZMO0708
rxn03031_reverse,succoa_c,succoa,ZMO0431,ZMO0431
